accuracy_pct,speed_score,completed,hints_used,attempts,current_difficulty,rolling_score,target_difficulty
97.72,91.56,1.0,0,1,1,89.7,2
39.14,23.07,1.0,1,4,5,40.81,4
62.3,46.53,1.0,0,2,1,66.89,1
55.47,26.13,1.0,0,5,3,51.36,2
89.73,71.15,1.0,0,4,2,81.72,3
75.47,44.23,1.0,0,2,1,61.7,1
89.96,57.08,1.0,0,1,1,78.12,1
65.14,31.8,1.0,1,2,2,55.79,2
84.34,52.88,1.0,0,1,1,72.84,1
76.8,70.86,1.0,1,2,3,67.47,3
58.03,28.79,0.0,0,1,4,34.07,3
90.18,67.95,1.0,0,1,2,79.25,3
59.59,68.69,1.0,2,2,2,52.98,1
44.29,10.0,0.0,2,2,4,19.61,3
62.91,61.54,1.0,1,3,2,54.37,2
90.81,72.25,1.0,1,1,1,80.39,2
54.33,35.35,0.0,2,3,2,24.21,1
100.0,59.78,1.0,0,1,1,80.52,1
100.0,53.83,1.0,0,2,3,79.94,3
83.89,72.03,1.0,0,3,1,80.69,1
57.57,15.99,1.0,1,4,4,44.7,3
86.91,53.13,1.0,0,2,2,77.33,2
61.9,12.65,1.0,0,1,5,53.95,4
92.98,67.18,1.0,0,1,2,79.05,3
58.0,37.16,1.0,1,2,3,40.41,2
75.06,53.1,1.0,0,1,1,62.87,1
89.62,71.3,1.0,0,2,2,84.51,3
75.12,53.77,1.0,0,1,5,65.44,5
42.78,15.28,0.0,3,4,4,9.55,3
37.06,30.05,1.0,2,4,5,35.29,4
76.32,35.68,1.0,0,4,3,60.54,3
69.5,38.7,1.0,0,3,2,60.06,2
69.59,64.13,0.0,0,1,2,41.5,1
77.12,48.16,0.0,0,3,2,45.86,1
53.93,42.28,0.0,4,3,3,28.69,2
61.21,58.06,1.0,2,1,3,47.71,3
48.73,40.21,0.0,3,4,5,17.34,4
80.65,57.68,1.0,0,1,2,74.68,2
77.13,59.58,1.0,0,1,2,68.4,2
81.41,70.08,1.0,0,3,2,68.2,2
93.64,52.43,1.0,0,1,3,70.94,3
87.93,69.11,1.0,0,2,1,72.58,2
54.63,46.54,1.0,1,3,4,53.63,3
42.88,27.71,0.0,1,2,3,30.47,2
97.33,62.41,1.0,0,1,1,74.74,2
56.33,38.26,1.0,0,2,3,59.52,2
35.81,10.0,1.0,4,2,4,17.39,3
78.71,68.76,1.0,0,2,3,65.51,3
73.31,65.85,1.0,1,3,3,60.92,3
58.83,58.74,1.0,1,3,3,53.81,2
82.63,73.58,1.0,1,1,1,73.07,1
100.0,84.18,1.0,0,1,1,91.07,2
35.13,14.76,0.0,1,5,5,17.95,4
81.28,68.81,1.0,0,2,1,72.29,1
68.61,37.42,1.0,1,3,1,53.83,1
74.71,79.98,1.0,1,1,1,73.83,1
72.39,32.82,1.0,0,3,2,55.78,2
78.55,41.4,1.0,0,2,1,65.07,1
95.65,79.3,1.0,0,1,2,84.63,3
76.73,66.18,1.0,0,3,2,71.4,2
96.12,62.94,1.0,0,1,1,78.81,2
56.7,35.77,1.0,0,4,3,55.08,2
75.14,52.88,1.0,0,3,1,65.95,1
84.58,80.45,1.0,0,2,1,87.46,1
67.58,55.85,1.0,1,1,3,63.63,3
66.67,50.12,1.0,0,2,3,58.66,3
95.64,60.62,1.0,0,2,1,74.81,2
56.29,16.03,1.0,1,3,4,44.81,3
28.91,35.39,0.0,3,5,2,8.22,1
78.62,52.44,1.0,0,3,2,69.41,2
35.48,19.34,0.0,3,3,5,3.7,4
100.0,91.86,1.0,0,1,1,84.36,2
94.36,54.61,1.0,0,2,2,74.87,2
64.33,43.33,1.0,0,3,1,56.7,1
91.74,39.78,1.0,0,1,3,68.41,3
76.71,66.48,1.0,0,2,1,68.06,1
71.43,41.33,1.0,1,1,3,52.59,3
77.64,74.24,1.0,0,2,3,80.44,3
37.88,29.38,1.0,4,3,4,32.17,3
68.84,57.41,1.0,0,1,2,73.27,2
64.88,34.64,0.0,2,6,3,30.34,2
84.36,67.99,1.0,0,3,1,72.03,1
83.55,38.76,1.0,0,1,3,66.44,3
78.71,59.19,1.0,0,2,1,68.42,1
70.99,80.92,1.0,1,3,2,62.94,2
96.29,58.9,1.0,0,1,2,73.5,2
62.43,42.58,1.0,0,3,5,59.96,5
20.38,10.0,0.0,4,7,5,0.0,4
80.61,61.62,1.0,0,2,1,73.42,1
61.34,33.89,0.0,1,2,2,31.4,1
62.6,42.02,1.0,0,2,3,57.58,3
84.38,47.18,1.0,1,2,2,64.14,2
59.06,37.54,1.0,1,3,1,48.55,1
98.73,48.72,1.0,1,1,1,71.93,1
94.17,61.68,1.0,0,1,2,75.74,3
49.46,32.34,0.0,3,2,4,20.54,3
80.83,38.96,1.0,0,1,3,65.99,3
67.85,29.22,0.0,0,1,5,38.11,4
100.0,79.77,1.0,0,3,2,87.33,3
29.65,10.0,0.0,4,4,4,0.43,3
63.83,80.08,1.0,2,2,2,62.83,2
86.32,42.09,1.0,0,2,3,65.42,3
58.29,48.27,1.0,0,5,2,57.56,1
49.38,49.15,0.0,2,4,5,24.43,4
48.4,22.09,1.0,1,5,5,45.63,4
65.64,40.28,0.0,1,3,2,32.13,1
43.9,55.53,1.0,4,6,5,40.7,4
62.97,42.48,1.0,0,1,4,58.99,4
51.88,30.26,1.0,3,4,2,38.22,1
81.26,56.63,1.0,0,3,2,75.44,2
45.33,10.0,1.0,4,3,5,29.35,4
83.97,78.55,1.0,1,2,1,79.38,1
50.67,46.07,0.0,3,4,4,24.31,3
68.91,25.68,1.0,0,1,2,55.81,1
53.89,22.81,1.0,2,4,4,41.21,3
48.49,42.26,1.0,3,4,4,36.94,3
56.65,56.62,1.0,1,2,3,57.89,2
63.92,47.75,0.0,1,3,2,34.44,1
79.77,85.92,1.0,0,1,1,81.17,1
64.95,65.51,1.0,1,3,1,63.92,1
73.35,38.53,1.0,0,1,3,55.16,3
97.5,70.76,1.0,0,1,1,85.74,2
60.46,29.19,1.0,1,5,4,48.39,3
59.05,30.72,1.0,2,1,4,48.28,3
78.28,63.54,1.0,1,3,2,71.22,2
97.12,77.52,1.0,0,2,1,80.92,2
87.21,47.8,1.0,0,1,3,76.2,3
38.03,10.92,1.0,1,2,3,33.12,2
82.44,63.87,1.0,1,1,1,72.86,1
53.41,45.8,0.0,2,4,3,22.79,2
64.14,54.24,0.0,2,2,3,28.3,2
71.58,33.64,0.0,1,2,1,33.88,1
65.49,61.05,1.0,1,4,2,65.16,2
71.86,48.95,1.0,1,4,2,60.57,2
85.57,74.09,1.0,0,2,3,74.42,4
88.81,87.41,1.0,0,1,2,79.71,3
78.79,46.66,1.0,0,2,2,74.6,2
63.12,37.53,1.0,0,2,4,54.31,4
68.16,50.39,1.0,0,1,3,68.72,3
83.07,93.83,1.0,0,2,3,83.46,3
72.99,71.3,1.0,0,1,2,66.05,2
75.02,55.16,1.0,1,2,1,63.45,1
54.76,52.8,1.0,4,1,2,43.13,1
88.71,62.96,1.0,0,2,1,77.66,2
61.02,25.41,1.0,0,3,4,57.24,3
76.06,58.68,1.0,0,4,2,70.47,2
59.26,53.86,1.0,1,2,4,57.92,3
60.3,56.73,1.0,1,2,2,62.2,2
69.8,48.58,1.0,0,1,2,58.79,2
78.17,52.66,1.0,1,2,3,65.25,3
94.89,68.53,1.0,0,1,1,76.87,2
41.96,21.14,0.0,1,1,5,23.13,4
90.11,53.88,1.0,0,3,1,78.34,1
83.06,37.18,1.0,0,1,1,67.56,1
94.16,64.7,1.0,0,1,1,79.38,2
27.07,15.58,0.0,2,6,4,0.59,3
58.6,67.57,0.0,0,2,4,51.86,3
61.84,35.43,1.0,0,2,4,55.09,4
100.0,52.33,1.0,0,2,2,70.39,2
100.0,84.92,1.0,1,1,1,86.43,2
76.29,46.76,1.0,1,1,1,66.02,1
67.69,59.2,1.0,1,2,1,60.69,1
72.48,41.35,1.0,0,2,1,50.02,1
84.93,76.33,1.0,0,2,1,80.23,1
50.98,32.9,1.0,2,2,2,47.57,1
84.07,64.05,1.0,0,2,4,76.37,4
100.0,79.34,1.0,0,1,2,91.15,3
45.67,31.93,1.0,2,2,3,40.83,2
63.03,52.62,0.0,1,3,3,45.3,2
65.96,31.51,1.0,2,5,1,53.49,1
78.07,52.52,1.0,1,1,3,59.94,3
100.0,31.74,1.0,0,1,1,72.61,1
56.96,35.75,1.0,0,2,5,52.57,4
58.26,60.34,1.0,0,5,3,60.36,2
58.65,33.16,0.0,2,1,1,29.05,1
52.77,52.21,1.0,2,4,4,53.98,3
64.98,39.27,1.0,0,2,1,56.67,1
72.23,53.24,1.0,1,2,2,67.7,2
79.12,58.71,1.0,0,3,3,71.14,3
32.18,31.89,1.0,3,3,5,26.6,4
75.46,64.4,1.0,1,1,3,66.72,3
67.11,51.57,1.0,0,1,5,59.19,5
53.29,36.1,1.0,3,1,4,37.52,3
88.73,79.78,1.0,0,1,1,73.38,2
73.56,64.19,1.0,1,2,2,65.58,2
61.72,31.27,1.0,1,2,2,50.76,2
86.32,59.91,1.0,0,2,1,71.7,1
53.21,47.51,0.0,3,3,2,22.44,1
74.89,54.98,1.0,0,2,2,68.71,2
71.88,72.88,1.0,0,3,3,68.73,3
100.0,68.46,1.0,0,1,1,85.37,2
58.38,48.69,0.0,1,3,3,39.17,2
62.28,52.3,0.0,1,5,4,32.81,3
76.2,41.39,1.0,0,3,1,69.15,1
74.19,36.81,1.0,0,2,3,61.52,3
86.91,64.34,1.0,0,1,2,72.2,3
83.54,59.57,1.0,0,4,3,78.88,3
62.78,39.14,1.0,2,2,3,52.78,3
71.03,50.09,1.0,1,3,2,55.95,2
82.13,62.87,1.0,1,3,3,61.99,3
51.52,30.05,1.0,2,3,3,45.96,2
95.64,73.2,1.0,0,1,1,83.15,2
62.2,31.42,1.0,0,1,2,56.63,2
81.37,55.13,1.0,0,2,1,77.32,1
79.43,73.7,1.0,1,1,2,69.5,2
58.17,44.95,0.0,0,3,3,33.18,2
61.35,29.43,1.0,1,2,2,48.77,1
77.52,57.75,1.0,0,3,2,69.02,2
78.93,43.78,1.0,0,2,4,62.12,4
47.5,10.0,1.0,2,1,4,37.24,3
50.34,54.27,1.0,3,3,5,39.08,4
33.11,50.12,0.0,2,1,3,18.24,2
50.88,26.69,1.0,3,3,3,44.93,2
79.83,62.52,1.0,0,3,1,75.55,1
58.11,45.47,1.0,0,2,4,54.42,3
91.43,77.15,1.0,0,1,2,73.53,3
77.64,26.48,1.0,1,1,2,64.67,1
58.05,55.61,1.0,0,1,3,59.84,2
86.26,66.37,1.0,0,2,3,75.08,4
79.24,44.54,1.0,0,2,2,64.18,2
100.0,86.7,1.0,0,1,2,86.71,3
68.16,49.41,1.0,0,4,3,63.75,3
73.84,41.25,1.0,2,2,3,60.19,3
63.79,67.73,1.0,0,2,5,65.22,5
43.52,27.36,1.0,1,2,4,41.27,3
89.73,61.55,1.0,0,1,2,79.0,3
64.65,47.02,1.0,0,3,3,63.95,3
89.93,72.49,1.0,0,1,3,77.2,4
81.17,52.46,1.0,0,2,2,73.34,2
82.06,63.34,1.0,0,1,1,72.91,1
57.08,44.63,0.0,0,2,2,38.86,1
71.0,50.85,1.0,1,1,1,56.14,1
66.23,62.86,1.0,1,8,2,63.14,2
57.67,26.02,1.0,2,2,5,48.73,4
89.93,70.7,1.0,0,1,1,82.55,2
55.96,85.56,0.0,0,2,4,48.64,3
73.83,52.69,1.0,0,3,1,72.26,1
82.6,60.68,1.0,0,3,3,67.01,3
78.48,59.41,1.0,0,1,5,66.92,5
83.86,95.19,1.0,0,1,2,78.6,2
85.58,64.41,1.0,0,3,1,73.72,2
76.41,38.73,1.0,0,4,2,62.07,2
88.02,51.42,1.0,1,1,1,70.11,1
46.19,38.92,1.0,3,1,4,35.75,3
67.36,44.23,1.0,1,1,2,53.05,2
85.92,46.05,1.0,0,3,1,76.3,1
70.5,49.92,0.0,1,3,2,43.57,1
66.2,10.0,0.0,1,4,1,25.93,1
48.32,52.36,1.0,3,2,2,41.0,1
71.89,30.2,1.0,0,2,2,62.27,2
62.25,56.04,1.0,1,2,1,49.33,1
93.56,60.84,1.0,0,1,1,71.27,2
81.07,72.24,1.0,0,4,1,74.04,1
89.19,55.68,1.0,1,1,1,73.77,1
69.7,58.14,1.0,1,3,1,59.57,1
66.52,41.81,1.0,2,4,3,63.72,3
68.63,57.46,1.0,1,3,2,62.93,2
81.71,69.74,1.0,0,2,4,74.58,4
32.57,24.61,0.0,2,3,4,16.77,3
55.97,43.81,1.0,0,4,4,62.56,3
85.47,48.57,1.0,0,2,3,75.05,3
62.68,28.56,1.0,1,2,1,58.97,1
60.23,46.75,1.0,1,1,5,46.74,5
65.62,45.19,1.0,1,1,3,56.81,3
84.43,79.45,1.0,0,2,1,76.84,1
53.25,54.94,1.0,4,2,3,39.98,2
63.57,56.71,0.0,0,4,2,38.14,1
52.47,29.58,1.0,3,3,2,36.55,1
52.1,47.94,1.0,4,7,5,36.5,4
100.0,75.72,1.0,0,1,1,82.75,2
47.05,29.18,0.0,2,2,1,20.96,1
90.28,100.0,1.0,0,1,2,87.1,3
56.39,38.83,1.0,2,2,4,49.52,3
66.78,56.01,1.0,0,1,4,64.27,4
74.36,43.64,1.0,0,3,2,67.76,2
59.27,27.72,1.0,1,5,3,52.86,2
65.76,42.88,0.0,0,2,1,44.19,1
83.94,17.77,1.0,0,1,1,59.01,1
62.09,33.54,1.0,1,4,1,51.18,1
74.83,41.42,1.0,0,1,4,57.81,4
62.78,59.62,1.0,0,4,1,64.59,1
62.88,51.5,1.0,1,3,3,56.77,3
65.57,42.74,1.0,1,1,3,63.17,3
86.64,79.28,1.0,1,2,2,80.23,3
52.55,17.35,0.0,2,1,4,15.91,3
58.09,28.33,0.0,0,1,5,32.94,4
60.35,47.82,1.0,1,2,2,51.49,2
73.35,71.71,1.0,0,2,1,76.83,1
88.33,82.71,1.0,1,1,3,88.7,4
69.07,81.06,1.0,0,4,1,71.82,1
49.27,24.94,1.0,4,1,3,29.04,2
49.44,16.13,0.0,2,6,2,19.21,1
82.95,56.99,1.0,0,1,2,68.21,2
57.1,54.67,1.0,1,3,2,64.18,1
61.84,70.67,1.0,1,4,5,60.58,5
93.58,50.12,1.0,0,1,2,77.93,2
71.46,57.93,1.0,0,1,1,60.22,1
85.48,82.21,1.0,0,1,1,79.44,2
58.99,55.34,1.0,0,3,4,55.14,3
77.29,51.5,1.0,0,2,4,58.35,4
100.0,64.87,1.0,0,1,1,82.22,2
58.54,40.24,1.0,0,2,4,60.36,3
70.22,55.02,1.0,1,1,2,58.86,2
47.66,32.11,1.0,2,1,5,44.52,4
86.93,38.3,1.0,0,2,2,67.58,2
47.5,24.64,1.0,3,3,3,44.02,2
62.96,60.49,0.0,0,3,3,44.17,2
73.98,59.58,1.0,0,2,3,72.1,3
100.0,84.87,1.0,0,2,1,82.89,2
56.28,48.39,0.0,1,5,2,36.88,1
49.94,40.77,0.0,2,3,5,18.74,4
56.24,10.0,1.0,0,2,2,47.55,1
65.53,37.22,1.0,0,2,3,58.94,3
84.34,63.41,1.0,0,1,1,73.84,1
87.91,62.74,1.0,0,1,1,73.74,2
89.94,38.13,1.0,0,1,4,73.54,4
63.75,54.84,1.0,1,3,3,58.85,3
93.22,85.91,1.0,0,1,1,81.54,2
46.9,10.0,0.0,2,1,4,12.63,3
52.89,21.5,1.0,3,2,5,35.1,4
76.6,69.82,1.0,0,3,2,72.78,2
65.06,10.27,1.0,1,1,4,51.64,3
92.96,74.09,1.0,0,1,1,71.01,2
56.3,54.76,1.0,2,5,5,52.03,4
74.71,60.27,1.0,0,3,3,69.64,3
69.51,54.11,1.0,0,3,2,65.45,2
84.46,70.53,1.0,0,1,1,81.57,1
50.5,33.35,0.0,2,1,4,24.88,3
76.93,73.24,1.0,0,2,5,73.3,5
43.32,23.85,0.0,2,2,3,22.02,2
84.77,78.88,1.0,1,1,2,71.46,2
82.1,57.59,1.0,0,1,2,66.67,2
79.01,49.02,1.0,0,1,3,69.82,3
64.89,35.13,1.0,2,1,4,46.7,4
64.92,52.24,1.0,2,3,4,57.42,4
81.88,54.43,1.0,0,1,1,70.75,1
92.23,54.62,1.0,0,1,2,77.96,2
46.41,39.0,1.0,3,4,2,34.14,1
56.66,53.3,1.0,1,1,4,56.02,3
57.79,36.71,1.0,1,2,3,60.31,2
59.82,33.93,1.0,1,2,2,52.62,1
53.37,25.79,1.0,4,6,3,38.99,2
60.49,29.13,1.0,1,2,3,50.57,2
62.82,66.25,1.0,2,1,3,60.68,3
90.68,56.55,1.0,0,2,2,69.56,2
84.64,67.39,1.0,0,2,1,74.24,1
60.84,49.96,1.0,1,1,2,56.74,2
57.51,52.98,1.0,1,4,1,59.88,1
70.3,65.09,1.0,1,2,3,58.72,3
100.0,85.21,1.0,0,1,1,91.8,2
65.01,43.51,1.0,2,5,2,50.02,2
51.81,39.88,1.0,1,5,3,42.96,2
88.23,57.93,1.0,1,1,1,72.6,1
72.32,36.0,1.0,0,1,1,58.86,1
91.88,58.84,1.0,0,2,3,77.36,3
85.11,78.54,1.0,0,2,1,79.55,2
100.0,64.46,1.0,1,1,3,80.82,4
38.42,33.52,0.0,2,5,2,19.41,1
79.72,48.87,1.0,0,1,2,74.87,2
68.91,49.59,1.0,0,4,4,62.76,4
80.41,39.34,1.0,1,1,1,65.42,1
64.59,17.02,1.0,2,2,2,44.53,1
64.27,37.93,1.0,2,3,3,52.86,3
66.3,64.22,1.0,2,1,4,61.0,4
100.0,61.56,1.0,1,1,1,74.59,2
43.82,20.07,1.0,2,3,3,32.88,2
58.13,29.11,1.0,1,1,3,54.6,2
61.42,38.91,1.0,1,4,3,59.42,3
78.67,55.32,1.0,0,3,2,61.76,2
61.91,56.29,1.0,0,4,3,61.25,3
74.05,71.48,1.0,1,1,1,62.69,1
70.72,59.55,1.0,0,2,2,67.65,2
47.93,29.45,1.0,2,4,3,48.78,2
81.05,47.81,1.0,0,1,1,63.56,1
67.82,34.78,1.0,0,3,2,52.77,2
80.13,51.65,1.0,0,2,1,74.7,1
98.22,61.98,1.0,0,1,1,78.07,2
80.41,35.1,1.0,0,2,1,64.42,1
60.63,36.09,1.0,0,4,5,58.19,5
72.99,51.64,1.0,1,1,2,57.84,2
61.11,24.5,1.0,2,3,2,46.09,1
100.0,77.07,1.0,0,1,1,83.91,2
78.84,48.64,1.0,0,2,1,65.43,1
89.09,50.35,1.0,0,2,2,75.19,2
63.69,34.9,1.0,0,2,1,54.49,1
97.51,51.65,1.0,0,1,1,74.42,1
55.53,33.7,1.0,0,3,4,56.84,3
71.33,46.39,1.0,1,1,2,56.87,2
56.74,23.59,1.0,1,3,3,48.53,2
60.91,49.56,1.0,1,1,2,58.62,2
82.27,62.97,1.0,0,1,3,67.93,3
85.11,84.93,1.0,0,2,2,79.97,3
96.22,74.83,1.0,0,2,1,85.19,2
100.0,83.96,1.0,1,1,3,81.6,4
85.59,59.06,1.0,0,1,3,67.2,3
57.39,49.51,0.0,2,4,1,30.31,1
86.38,66.75,1.0,1,1,2,74.98,3
88.56,60.6,1.0,0,1,1,81.45,2
80.38,90.05,1.0,0,3,2,80.21,2
61.76,31.89,1.0,0,1,3,54.43,3
60.05,53.27,1.0,0,2,3,60.87,3
50.74,40.25,0.0,3,4,3,25.67,2
44.35,35.59,0.0,1,2,2,24.48,1
46.81,39.64,1.0,2,6,3,38.51,2
96.64,59.28,1.0,0,2,1,72.98,1
75.2,31.55,1.0,1,1,4,54.17,4
75.11,53.95,1.0,0,2,2,69.44,2
62.86,21.56,1.0,1,2,4,51.96,3
66.19,75.85,1.0,1,4,2,70.77,2
65.33,32.73,1.0,0,4,3,66.35,3
78.22,48.06,1.0,0,1,1,69.76,1
75.39,61.88,1.0,0,2,5,67.27,5
51.7,20.95,0.0,1,3,5,29.58,4
66.35,48.85,1.0,1,1,3,61.85,3
47.09,28.5,1.0,4,4,5,39.31,4
66.17,31.82,1.0,1,1,2,49.23,2
63.23,37.01,1.0,2,2,2,56.54,2
72.54,35.73,1.0,1,4,3,62.63,3
68.36,25.91,1.0,2,2,1,52.88,1
50.03,39.34,1.0,2,3,3,45.78,2
79.41,53.07,1.0,0,1,3,64.52,3
54.48,53.19,1.0,2,2,1,50.71,1
70.55,53.26,1.0,2,3,2,57.99,2
100.0,79.94,1.0,0,1,1,87.39,2
92.55,56.59,1.0,0,1,2,80.77,2
71.89,26.59,1.0,0,1,3,63.0,2
57.88,60.23,1.0,1,1,4,52.54,3
72.85,31.49,1.0,0,2,3,60.02,3
47.33,59.08,0.0,2,1,5,39.44,4
48.34,23.39,1.0,2,3,3,41.22,2
70.15,36.03,1.0,2,1,5,43.65,5
94.25,86.05,1.0,0,1,1,78.63,2
79.26,44.85,1.0,0,1,2,71.98,2
92.65,82.03,1.0,0,1,3,76.09,4
65.88,52.16,1.0,1,3,3,53.6,3
73.92,63.49,1.0,1,2,2,66.1,2
79.72,45.85,1.0,0,2,1,67.77,1
67.05,32.23,1.0,1,2,1,57.39,1
34.92,10.0,0.0,1,5,4,17.12,3
37.61,23.68,0.0,2,2,5,13.69,4
63.96,41.21,1.0,0,2,4,66.79,4
99.74,99.99,1.0,0,2,1,89.77,2
84.54,68.73,1.0,0,1,1,80.17,1
86.13,46.51,1.0,0,2,3,68.44,3
83.48,93.39,1.0,1,1,3,79.41,3
59.28,54.19,1.0,2,2,2,46.64,1
81.22,77.65,0.0,0,1,3,58.09,2
90.04,72.1,1.0,0,2,1,80.38,2
70.73,39.1,1.0,0,2,3,62.61,3
64.91,25.99,1.0,1,3,4,52.32,3
68.5,52.48,1.0,2,1,3,50.13,3
62.27,36.51,1.0,0,1,2,60.42,2
68.87,63.24,1.0,1,3,5,62.14,5
70.37,47.09,1.0,1,2,2,59.34,2
89.37,69.91,1.0,0,3,2,75.78,3
80.13,92.83,1.0,0,1,1,81.23,1
57.39,36.36,0.0,1,3,3,26.72,2
70.06,67.21,1.0,0,3,5,63.42,5
83.45,45.83,1.0,0,1,1,64.92,1
74.17,68.03,1.0,1,2,3,64.05,3
76.97,59.81,1.0,1,2,1,66.23,1
49.5,45.17,1.0,2,3,3,46.62,2
83.5,87.85,1.0,0,3,3,83.69,3
91.35,85.99,1.0,0,2,2,94.14,3
72.46,51.98,1.0,1,3,2,66.49,2
98.96,57.17,1.0,0,1,4,73.58,4
99.85,80.74,1.0,0,1,1,88.57,2
32.02,10.0,1.0,2,4,4,20.85,3
64.56,31.34,1.0,0,1,4,61.9,4
91.46,71.74,1.0,1,2,1,77.23,2
48.49,45.65,0.0,2,2,5,29.74,4
69.64,48.27,1.0,0,1,2,65.64,2
70.8,82.46,1.0,1,3,2,73.28,2
65.11,48.72,1.0,1,4,3,58.73,3
77.43,49.55,1.0,0,1,2,70.54,2
82.06,66.67,1.0,0,3,2,77.23,2
90.23,71.1,1.0,0,1,4,74.95,5
77.9,21.16,0.0,0,1,4,45.46,3
100.0,78.49,1.0,0,2,1,89.69,2
63.29,68.13,0.0,0,1,2,41.17,1
65.82,12.7,1.0,2,3,4,41.98,3
73.59,38.74,1.0,1,1,3,58.42,3
61.38,45.64,1.0,1,1,1,53.57,1
57.96,40.35,1.0,1,4,2,51.7,1
100.0,88.14,1.0,0,1,1,91.94,2
94.23,68.72,1.0,1,1,1,73.06,2
69.49,56.14,1.0,0,3,3,62.41,3
62.56,45.5,1.0,0,2,1,56.44,1
98.27,73.96,1.0,1,1,2,77.47,3
65.44,47.21,1.0,2,3,4,52.56,4
73.99,46.68,1.0,1,1,2,64.94,2
73.66,66.12,1.0,1,2,3,70.01,3
73.77,59.55,1.0,1,1,4,65.44,4
62.22,59.76,1.0,0,2,3,63.5,3
79.13,59.44,1.0,0,1,1,67.06,1
93.93,88.91,1.0,0,2,1,93.27,2
56.4,10.0,1.0,0,5,3,49.48,2
79.1,53.08,1.0,1,1,4,68.06,4
63.17,34.41,1.0,2,2,3,48.71,3
100.0,73.73,1.0,0,1,1,85.09,2
84.13,48.48,1.0,0,1,2,69.23,2
68.51,42.23,1.0,0,2,1,67.08,1
55.96,15.87,0.0,2,5,4,23.65,3
81.2,63.84,1.0,0,1,5,76.11,5
49.22,11.58,0.0,3,3,1,17.49,1
77.84,52.14,1.0,0,1,3,71.11,3
56.12,44.33,0.0,1,2,1,34.36,1
66.98,47.88,1.0,0,2,1,60.02,1
68.34,56.3,1.0,1,2,2,60.25,2
100.0,100.0,1.0,0,1,1,89.11,2
65.77,39.48,1.0,1,2,3,54.22,3
82.87,72.61,1.0,0,2,2,76.7,2
82.14,44.62,1.0,0,2,3,70.71,3
56.58,69.9,1.0,1,3,2,59.48,1
38.32,40.92,1.0,4,6,3,32.81,2
45.4,11.82,1.0,2,4,4,37.55,3
95.99,72.63,1.0,0,1,2,79.76,3
50.91,32.47,0.0,3,3,3,21.47,2
92.85,71.16,1.0,0,1,4,80.37,5
76.41,81.16,1.0,0,2,2,80.86,2
87.02,45.27,1.0,0,1,2,64.78,2
88.68,67.35,1.0,0,1,2,73.96,3
68.09,61.18,1.0,1,3,1,64.57,1
67.26,62.24,1.0,0,2,3,70.96,3
98.48,49.21,1.0,0,1,1,78.02,1
41.91,12.99,1.0,3,3,5,25.9,4
92.93,66.56,1.0,0,1,2,72.35,3
72.49,51.46,1.0,1,3,2,63.05,2
85.84,69.86,1.0,0,1,3,80.56,4
56.28,38.61,1.0,2,3,2,44.59,1
64.13,40.27,1.0,1,3,3,55.28,3
76.54,56.77,1.0,0,1,5,67.64,5
64.68,45.42,0.0,0,1,2,32.54,1
65.73,40.92,1.0,1,2,2,56.5,2
61.26,49.07,1.0,0,1,5,51.75,5
84.41,61.71,1.0,0,1,2,69.09,2
39.1,50.57,0.0,4,1,4,14.59,3
34.29,10.0,0.0,2,3,5,19.69,4
83.82,38.03,1.0,0,1,3,69.36,3
100.0,95.04,1.0,0,1,1,89.04,2
73.7,69.56,1.0,2,2,2,64.25,2
85.26,64.12,1.0,0,3,2,76.32,3
78.35,49.37,1.0,0,1,3,72.15,3
67.24,34.13,1.0,2,3,3,49.14,3
100.0,77.52,1.0,0,3,1,85.54,2
98.85,80.81,1.0,0,1,1,83.72,2
46.1,41.93,1.0,3,3,3,47.12,2
99.15,68.14,1.0,0,1,1,81.33,2
58.7,47.65,1.0,1,2,3,53.42,2
92.94,94.04,1.0,0,1,1,81.89,2
58.62,43.12,1.0,1,5,5,54.3,4
83.86,41.06,1.0,0,2,2,67.88,2
63.6,46.55,1.0,2,2,2,50.66,2
65.63,38.86,0.0,0,3,3,39.83,2
42.55,53.85,0.0,1,3,5,40.46,4
94.27,74.65,1.0,0,1,3,78.19,4
62.08,56.46,1.0,0,3,3,65.2,3
73.43,53.89,1.0,1,1,1,67.19,1
81.27,55.93,1.0,0,1,2,72.18,2
55.06,48.87,1.0,0,4,2,57.9,1
100.0,100.0,1.0,0,1,1,88.01,2
84.09,32.19,1.0,0,3,2,61.67,2
71.85,45.13,1.0,1,1,1,63.73,1
95.76,77.18,1.0,0,1,2,84.39,3
86.63,80.31,1.0,0,3,2,81.2,3
92.32,78.58,1.0,0,1,1,78.06,2
71.68,48.05,1.0,1,2,2,56.51,2
55.05,22.45,0.0,2,3,4,26.24,3
32.08,10.0,0.0,4,2,5,4.91,4
65.75,68.61,1.0,0,2,2,64.72,2
53.92,23.93,1.0,2,2,3,45.08,2
80.64,41.9,1.0,0,4,1,65.16,1
35.44,17.57,0.0,3,4,5,2.97,4
76.57,73.68,1.0,0,1,5,63.97,5
76.25,26.28,1.0,1,2,1,58.43,1
52.73,27.62,1.0,2,4,3,35.74,2
62.61,66.12,1.0,1,3,2,63.6,2
41.07,14.6,0.0,1,4,3,15.86,2
50.69,31.9,0.0,1,2,3,25.91,2
63.14,72.9,1.0,1,1,4,65.6,4
93.2,75.29,1.0,0,2,1,87.3,2
